idx,root_id,primary_type,additional_type,super_class,role
1456,720575940631924584,CB0397,,central,interneuron
1457,720575940631968343,SAD077,,central,interneuron
1458,720575940632008109,PVLP100,,central,interneuron
1459,720575940632009167,LPLC2,,visual_projection,input_vision
1460,720575940632037260,JO-B,,sensory,input_wind
1461,720575940632043320,DNge130,,descending,output
1462,720575940632043576,DNg108,,descending,output
1463,720575940632044172,CB1455,aSP18,central,interneuron
1464,720575940632076648,Tm5f,,optic,interneuron
1465,720575940632080146,LPLC2,,visual_projection,input_vision
1466,720575940632080977,PLP163,,central,interneuron
1467,720575940632084705,CB2556,B1,central,interneuron
1468,720575940632102564,AVLP120,,central,interneuron
1469,720575940632128031,JO-EV,,sensory,interneuron
1470,720575940632129567,JO-B,,sensory,input_wind
1471,720575940632129848,LPLC2,,visual_projection,input_vision
1472,720575940632229457,JO-B,,sensory,input_wind
1473,720575940632252661,JO-C,,sensory,input_wind
1474,720575940632288815,JO-B,,sensory,input_wind
1475,720575940632297007,JO-C,,sensory,input_wind
1476,720575940632315473,JO-B,,sensory,input_wind
1477,720575940632381536,PVLP024,,central,interneuron
1478,720575940632422219,DNp38,,descending,output
1479,720575940632427603,H2,,visual_projection,interneuron
1480,720575940632466784,JO-B,,sensory,input_wind
1481,720575940632469290,CL001,,central,interneuron
1482,720575940632472850,DNpe056,PVLP146,descending,output
1483,720575940632475449,LC4,,visual_projection,interneuron
1484,720575940632499757,DNp01,"Giant_Fiber, GF",descending,hub_gf
1485,720575940632512226,LPLC2,,visual_projection,input_vision
1486,720575940632539788,DNbe001,PS103,descending,interneuron
1487,720575940632548665,LPLC4,,visual_projection,interneuron
1488,720575940632564280,LPC1,,visual_projection,interneuron
1489,720575940632574946,DNge113,,descending,output
1490,720575940632602316,CB1038,,central,interneuron
1491,720575940632618700,JO-B,,sensory,input_wind
1492,720575940632679341,CB3114,,central,interneuron
1493,720575940632692378,JO-B,,sensory,input_wind
1494,720575940632703388,WED161,,central,interneuron
1495,720575940632704173,CL118,aDT5a,central,interneuron
1496,720575940632711052,LPLC2,,visual_projection,input_vision
1497,720575940632713759,CB3640,,central,interneuron
1498,720575940632715234,LC4,,visual_projection,interneuron
1499,720575940632717988,JO-C,,sensory,input_wind
1500,720575940632736825,CL038,,central,interneuron
1501,720575940632769180,LC4,,visual_projection,interneuron
1502,720575940632777124,LPLC2,,visual_projection,input_vision
1503,720575940632779932,LPLC2,,visual_projection,input_vision
1504,720575940632807193,AVLP370a,AVLP370,central,interneuron
1505,720575940632821352,Li28,,optic,interneuron
1506,720575940632829507,CB1702,B1,central,interneuron
1507,720575940632830568,AVLP094,,central,interneuron
1508,720575940632945177,CB3878,WV-WV-3,central,interneuron
1509,720575940632985261,CB0307,,central,interneuron
1510,720575940632998136,CB3491,WED_pr02,central,interneuron
1511,720575940633007953,LMa1,,optic,interneuron
1512,720575940633013355,LC4,,visual_projection,interneuron
1513,720575940633030882,CL308,,central,interneuron
1514,720575940633040097,CB1969,SAD_pr02,central,interneuron
1515,720575940633044634,CB3245,WED_pr02,central,interneuron
1516,720575940633095137,DNp71,DNp09,descending,output
1517,720575940633123539,SAD072,,central,interneuron
1518,720575940633176749,LPLC4,,visual_projection,interneuron
1519,720575940633186530,PVLP123b,PVLP123,central,interneuron
1520,720575940633201223,LC14a1,LC14,optic,interneuron
1521,720575940633203783,CL038,,central,interneuron
1522,720575940633218863,LC4,,visual_projection,interneuron
1523,720575940633223052,CB3552,,central,interneuron
1524,720575940633237785,AVLP093,,central,interneuron
1525,720575940633301217,JO-B,,sensory,input_wind
1526,720575940633305681,Li30,,optic,interneuron
1527,720575940633350812,AVLP531,,central,interneuron
1528,720575940633397023,SAD064,,central,interneuron
1529,720575940633401199,CB1538,,central,interneuron
1530,720575940633471583,LC14a1,LC14,optic,interneuron
1531,720575940633483444,CB1538,,central,interneuron
1532,720575940633524443,JO-B,,sensory,input_wind
1533,720575940633552685,LPLC2,,visual_projection,input_vision
1534,720575940633567900,CB3879,,central,interneuron
1535,720575940633580384,LC4,,visual_projection,interneuron
1536,720575940633588320,LPLC2,,visual_projection,input_vision
1537,720575940633589855,CB3870,,central,interneuron
1538,720575940633714402,CB1816,,central,interneuron
1539,720575940633727339,DNa07,,descending,output
1540,720575940633746515,PVLP015,,central,interneuron
1541,720575940633910452,LTe66,PS273,visual_projection,interneuron
1542,720575940633973587,LPC1,,visual_projection,interneuron
1543,720575940633996883,DNge136,,descending,output
1544,720575940634026925,CL022,,central,interneuron
1545,720575940634037439,PVLP123a,PVLP123,central,interneuron
1546,720575940634062803,LT51,aSP29b,visual_projection,interneuron
1547,720575940634086169,CB0659,hb2099569065,central,interneuron
1548,720575940634141596,CL316,,central,interneuron
1549,720575940634146967,LPLC2,,visual_projection,input_vision
1550,720575940634170975,LPC1,,visual_projection,interneuron
1551,720575940634178656,JO-B,,sensory,input_wind
1552,720575940634179320,LPLC4,,visual_projection,interneuron
1553,720575940634207087,DNg09,,descending,interneuron
1554,720575940634223514,LPLC4,,visual_projection,interneuron
1555,720575940634229399,JO-B,,sensory,input_wind
1556,720575940634257564,JO-B,,sensory,input_wind
1557,720575940634261172,CL121_a,"CL121, aDT5a",central,interneuron
1558,720575940634269977,Tm36,,optic,interneuron
1559,720575940634299071,CB3245,,central,interneuron
1560,720575940634317724,CB1498,AVLP/PVLP_pr01,central,interneuron
1561,720575940634370751,CB3879,,central,interneuron
1562,720575940634453093,CB1066,,central,interneuron
1563,720575940634458719,DNpe056,PVLP146,descending,output
1564,720575940634484581,CB2186,AVLP349,central,interneuron
1565,720575940634517856,LC4,,visual_projection,interneuron
1566,720575940634548660,LPC1,,visual_projection,interneuron
1567,720575940634559339,LPLC4,,visual_projection,interneuron
1568,720575940634571383,CB3914,WV-WV-2,central,interneuron
1569,720575940634599792,CB2153,B1-5,central,interneuron
1570,720575940634606693,CB2556,B1,central,interneuron
1571,720575940634609115,JO-C,,sensory,input_wind
1572,720575940634617952,DNg57,,descending,output
1573,720575940634631342,CB2228,,central,interneuron
1574,720575940634646753,AVLP258,,central,interneuron
1575,720575940634676916,CB0766,PVLP071,central,interneuron
1576,720575940634700980,LPLC2,,visual_projection,input_vision
1577,720575940634701407,CB2789,B1,central,interneuron
1578,720575940634763877,LTe65,PS179,visual_projection,interneuron
1579,720575940634775706,JO-B,,sensory,input_wind
1580,720575940634781594,JO-B,,sensory,input_wind
1581,720575940634790648,PLP060,,central,interneuron
1582,720575940634823449,PVLP021,,central,interneuron
1583,720575940634830175,JO-B,,sensory,input_wind
1584,720575940634839964,LPLC4,,visual_projection,interneuron
1585,720575940634877850,CB1076,B1-5,central,interneuron
1586,720575940634892389,JO-B,,sensory,input_wind
1587,720575940634903800,LPLC4,,visual_projection,interneuron
1588,720575940635004271,LPLC2,,visual_projection,input_vision
1589,720575940635005295,LPC1,,visual_projection,interneuron
1590,720575940635014807,LC14a1,LC14,optic,interneuron
1591,720575940635028591,PVLP137,,central,interneuron
1592,720575940635040357,LPLC2,,visual_projection,input_vision
1593,720575940635047672,PVLP122a,PVLP122,central,interneuron
1594,720575940635075726,CB3743,,central,interneuron
1595,720575940635078239,JO-B,,sensory,input_wind
1596,720575940635116569,CB2940,,central,interneuron
1597,720575940635119723,LHAD1g1,,central,interneuron
1598,720575940635217144,JO-B,,sensory,input_wind
1599,720575940635234478,LPLC2,,visual_projection,input_vision
1600,720575940635237727,JO-B,,sensory,input_wind
1601,720575940635278455,JO-B,,sensory,input_wind
1602,720575940635282910,CB1280,B1-4,central,interneuron
1603,720575940635285599,JO-C,,sensory,input_wind
1604,720575940635307639,LPLC2,,visual_projection,input_vision
1605,720575940635330204,CB3882,WV-WV-1,central,interneuron
1606,720575940635345271,JO-B,,sensory,input_wind
1607,720575940635497311,LPLC4,,visual_projection,interneuron
1608,720575940635516084,LPLC2,,visual_projection,input_vision
1609,720575940635547802,PS234,,central,interneuron
1610,720575940635552948,DNpe037,CL338,descending,output
1611,720575940635572592,LPLC2,,visual_projection,input_vision
1612,720575940635587064,DNg51,,descending,interneuron
1613,720575940635587576,CB1231,,central,interneuron
1614,720575940635732916,JO-B,,sensory,input_wind
1615,720575940635733172,CB2034,aSP18,central,interneuron
1616,720575940635835967,LC4,,visual_projection,interneuron
1617,720575940635872101,DNp09,,descending,output
1618,720575940635917966,CL128a,CL128,central,interneuron
1619,720575940635967886,AVLP340,,central,interneuron
1620,720575940635968398,PVLP100,,central,interneuron
1621,720575940635973989,JO-B,,sensory,input_wind
1622,720575940635981742,SAD021_a,,central,interneuron
1623,720575940636050606,CB1066,,central,interneuron
1624,720575940636151871,PVLP111,pIP7,central,interneuron
1625,720575940636265188,CB2585,pIP13,central,interneuron
1626,720575940636276336,JO-B,,sensory,input_wind
1627,720575940636280809,LCe07,,visual_projection,interneuron
1628,720575940636295019,LPLC2,,visual_projection,input_vision
1629,720575940636418740,LPLC4,,visual_projection,interneuron
1630,720575940636425584,JO-B,,sensory,input_wind
1631,720575940636488667,JO-B,,sensory,input_wind
1632,720575940636523866,LPLC4,,visual_projection,interneuron
1633,720575940636529520,LPLC2,,visual_projection,input_vision
1634,720575940636537663,JO-B,,sensory,input_wind
1635,720575940636539102,LPLC2,,visual_projection,input_vision
1636,720575940636656632,DNg74_b,,descending,output
1637,720575940636679989,CB1078,"B1-2, aPN1",central,interneuron
1638,720575940636700272,CB3707,SAD073,central,interneuron
